date,team,opponent,is_home,xg,xgot,xa,possession_pct,total_shots,shots_on_target,shots_off_target,blocked_shots,shots_inside_box,shots_outside_box,big_chances,corners,passes,long_passes,final_third_passes,crosses,fouls,tackles,duels_won,clearances,interceptions,goalkeeper_saves,xgot_faced,goals_prevented,pass_accuracy
2024-11-17,Kazakhstan,Norway,1,2.23,,,62.0,24.0,9.0,10.0,5.0,16.0,8.0,3.0,11.0,607.0,,158.0,22.0,8.0,16.0,,10.0,11.0,0.0,,,89.9505766062603
2024-06-05,Kosovo,Norway,1,2.16,,,54.0,13.0,7.0,3.0,3.0,,,,4.0,487.0,,,,11.0,,,,,1.0,,,89.3223819301848
2024-09-10,Kuwait,Iraq,0,,,,41.0,10.0,2.0,5.0,3.0,,,,4.0,370.0,,,,7.0,,,,,2.0,,,82.43243243243244
2025-03-20,Kuwait,Iraq,0,1.33,1.81,0.64,38.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,290.0,70.0,60.0,4.0,10.0,22.0,55.0,37.0,14.0,5.0,2.16,0.16,70.0
2021-09-04,Latvia,Norway,1,,,,31.0,3.0,2.0,1.0,0.0,,,,3.0,247.0,,,,8.0,,,,,9.0,,,77.32793522267207
2021-11-13,Latvia,Norway,1,,,,71.0,25.0,5.0,13.0,7.0,,,,9.0,638.0,,,,8.0,,,,,2.0,,,86.05015673981191
2021-10-07,Lebanon,Iraq,0,,,,41.0,9.0,4.0,2.0,3.0,,,,5.0,266.0,,,,17.0,,,,,1.0,,,66.16541353383458
2022-02-01,Lebanon,Iraq,0,,,,46.0,16.0,3.0,6.0,7.0,,,,6.0,292.0,,,,15.0,,,,,4.0,,,65.41095890410958
2021-06-02,Luxembourg,Norway,1,,,,60.0,11.0,2.0,7.0,2.0,,,,9.0,637.0,,,,9.0,,,,,0.0,,,87.12715855572999
2024-06-05,Luxembourg,France,0,0.12,,,47.0,3.0,1.0,1.0,1.0,,,,3.0,384.0,,,,9.0,,,,,4.0,,,82.03125
2023-01-31,Madagascar,Senegal,1,,,,43.0,16.0,5.0,8.0,3.0,,,,7.0,343.0,,,,17.0,,,,,0.0,,,70.26239067055393
2021-07-14,Malawi,Senegal,1,,,,59.0,15.0,12.0,3.0,,,,,4.0,,,,,,,,,,0.0,,,
2022-01-18,Malawi,Senegal,1,,,,22.0,10.0,0.0,6.0,4.0,,,,4.0,129.0,,,,18.0,,,,,3.0,,,45.73643410852713
2024-10-11,Malawi,Senegal,1,,,,72.0,24.0,7.0,12.0,5.0,,,,11.0,707.0,,,,7.0,,,,7.0,0.0,,,86.42149929278642
2024-10-15,Malawi,Senegal,1,,,,26.0,8.0,1.0,6.0,1.0,,,,1.0,223.0,,,,20.0,,,,20.0,7.0,,,57.847533632286996
2023-01-27,Mauritania,Senegal,1,,,,38.0,6.0,1.0,5.0,0.0,,,,7.0,215.0,,,,19.0,,,,,3.0,,,54.418604651162795
2024-06-09,Mauritania,Senegal,1,,,,30.0,10.0,5.0,2.0,3.0,,,,1.0,,,,,16.0,,,,,4.0,,,
2025-10-14,Mauritania,Senegal,1,,,,60.0,14.0,12.0,2.0,,,,,2.0,,,,,,,,,,,,,
2022-11-09,Mexico,Iraq,0,,,,27.0,1.0,0.0,0.0,1.0,,,,0.0,299.0,,,,9.0,,,,,2.0,,,76.2541806020067
2025-03-22,Moldova,Norway,1,0.77,0.72,0.25,31.0,10.0,4.0,4.0,2.0,4.0,6.0,2.0,6.0,267.0,38.0,56.0,15.0,10.0,16.0,35.0,37.0,8.0,4.0,4.42,-0.58,79.40074906367042
2025-09-09,Moldova,Norway,1,9.57,9.94,5.9,71.0,34.0,17.0,8.0,9.0,29.0,5.0,17.0,4.0,654.0,23.0,268.0,18.0,6.0,17.0,52.0,12.0,8.0,0.0,0.0,0.0,90.82568807339449
2021-03-30,Montenegro,Norway,1,,,,43.0,11.0,4.0,3.0,4.0,,,,2.0,392.0,,,,13.0,,,,,0.0,,,76.78571428571429
2021-10-11,Montenegro,Norway,1,,,,51.0,11.0,5.0,1.0,5.0,,,,3.0,461.0,,,,11.0,,,,,0.0,,,75.48806941431671
2022-12-14,Morocco,France,0,,,,61.0,13.0,1.0,6.0,6.0,,,,3.0,583.0,,,,11.0,,,,,0.0,,,88.8507718696398
2025-08-26,Morocco,Senegal,1,0.67,0.93,0.6,61.0,12.0,4.0,5.0,3.0,6.0,6.0,0.0,5.0,570.0,81.0,137.0,20.0,13.0,13.0,47.0,18.0,13.0,3.0,1.95,0.95,78.94736842105263
2021-07-09,Mozambique,Senegal,1,,,,53.0,5.0,4.0,1.0,,,,,6.0,,,,,,,,,,1.0,,,
2022-07-17,Mozambique,Senegal,1,,,,47.0,5.0,3.0,2.0,,,,,6.0,,,,,,,,,,3.0,,,
2023-03-24,Mozambique,Senegal,1,,,,58.0,21.0,8.0,7.0,6.0,,,,6.0,538.0,,,,20.0,,,,,3.0,,,88.47583643122677
2023-03-28,Mozambique,Senegal,1,,,,45.0,7.0,2.0,3.0,2.0,,,,8.0,354.0,,,,11.0,,,,,4.0,,,75.98870056497175
2021-07-07,Namibia,Senegal,1,,,,56.0,9.0,3.0,6.0,,,,,10.0,,,,,,,,,,1.0,,,
2021-10-09,Namibia,Senegal,1,,,,53.0,14.0,6.0,8.0,,,,,6.0,,,,,,,,,,0.0,,,
2021-10-12,Namibia,Senegal,1,,,,47.0,5.0,1.0,4.0,,,,,4.0,,,,,,,,,,1.0,,,
2021-09-01,Netherlands,Norway,1,,,,34.0,7.0,2.0,3.0,2.0,,,,3.0,338.0,,,,12.0,,,,,4.0,,,73.37278106508876
2021-11-16,Netherlands,Norway,1,,,,58.0,10.0,5.0,3.0,2.0,,,,1.0,584.0,,,,5.0,,,,,0.0,,,85.61643835616438
2022-11-21,Netherlands,Senegal,1,,,,47.0,14.0,3.0,8.0,3.0,,,,6.0,383.0,,,,13.0,,,,,1.0,,,81.72323759791122
2023-03-24,Netherlands,France,0,1.69,,,55.0,11.0,5.0,3.0,3.0,,,,5.0,319.0,,,,14.0,,,,,4.0,,,89.96865203761756
2023-10-13,Netherlands,France,0,0.78,,,55.0,15.0,7.0,3.0,5.0,,,,3.0,589.0,,,,9.0,,,,,3.0,,,88.11544991511036
2024-06-21,Netherlands,France,0,1.33,,,58.0,16.0,3.0,8.0,5.0,,,,6.0,664.0,,,,8.0,,,,,4.0,,,92.31927710843374
2025-10-14,New Zealand,Norway,1,1.23,1.65,0.95,65.0,23.0,6.0,5.0,12.0,15.0,8.0,2.0,6.0,550.0,58.0,164.0,19.0,11.0,17.0,49.0,21.0,5.0,4.0,1.47,0.47,88.18181818181819
2025-08-05,Nigeria,Senegal,1,0.79,0.99,0.82,42.0,8.0,2.0,5.0,1.0,4.0,3.0,1.0,2.0,287.0,57.0,87.0,11.0,13.0,21.0,80.0,27.0,6.0,1.0,0.01,0.01,70.03484320557492
2021-03-24,Norway,Gibraltar,0,,,,77.0,27.0,13.0,10.0,4.0,,,,14.0,779.0,,,,16.0,,,,,0.0,,,89.21694480102695
2021-03-27,Norway,Turkey,1,,,,58.0,13.0,1.0,8.0,4.0,,,,7.0,619.0,,,,14.0,,,,,0.0,,,87.88368336025847
2021-03-30,Norway,Montenegro,0,,,,57.0,9.0,1.0,6.0,2.0,,,,4.0,553.0,,,,14.0,,,,,4.0,,,84.08679927667269
2021-06-02,Norway,Luxembourg,0,,,,40.0,6.0,0.0,4.0,2.0,,,,3.0,366.0,,,,10.0,,,,,1.0,,,77.3224043715847
2021-06-06,Norway,Greece,0,,,,47.0,6.0,2.0,1.0,3.0,,,,3.0,505.0,,,,12.0,,,,,4.0,,,81.98019801980197
2021-09-01,Norway,Netherlands,0,,,,66.0,16.0,5.0,7.0,4.0,,,,4.0,646.0,,,,11.0,,,,,1.0,,,87.46130030959752
2021-09-04,Norway,Latvia,0,,,,69.0,24.0,11.0,7.0,6.0,,,,9.0,615.0,,,,10.0,,,,,2.0,,,88.9430894308943
2021-09-07,Norway,Gibraltar,0,,,,33.0,4.0,2.0,1.0,1.0,,,,1.0,232.0,,,,6.0,,,,,9.0,,,66.8103448275862
2021-10-08,Norway,Turkey,1,,,,52.0,11.0,2.0,8.0,1.0,,,,3.0,518.0,,,,7.0,,,,,1.0,,,81.66023166023166
2021-10-11,Norway,Montenegro,0,,,,49.0,9.0,0.0,6.0,3.0,,,,4.0,439.0,,,,9.0,,,,,3.0,,,76.99316628701595
2021-11-13,Norway,Latvia,0,,,,29.0,6.0,2.0,2.0,2.0,,,,3.0,225.0,,,,7.0,,,,,5.0,,,68.44444444444444
2021-11-16,Norway,Netherlands,0,,,,42.0,2.0,0.0,2.0,0.0,,,,2.0,318.0,,,,17.0,,,,,3.0,,,76.72955974842768
2022-03-25,Norway,Slovakia,1,,,,51.0,21.0,10.0,6.0,5.0,,,,5.0,478.0,,,,22.0,,,,,2.0,,,84.72803347280335
2022-03-29,Norway,Armenia,0,,,,29.0,1.0,0.0,1.0,0.0,,,,2.0,162.0,,,,17.0,,,,,2.0,,,67.90123456790124
2022-06-02,Norway,Serbia,1,,,,66.0,13.0,5.0,2.0,6.0,,,,12.0,610.0,,,,10.0,,,,,1.0,,,88.68852459016394
2022-06-05,Norway,Sweden,1,,,,62.0,13.0,3.0,5.0,5.0,,,,10.0,553.0,,,,8.0,,,,,6.0,,,86.79927667269439
2022-06-09,Norway,Slovenia,1,,,,56.0,18.0,5.0,9.0,4.0,,,,10.0,589.0,,,,5.0,,,,,3.0,,,84.38030560271646
2022-06-12,Norway,Sweden,1,,,,54.0,10.0,5.0,4.0,1.0,,,,4.0,471.0,,,,16.0,,,,,2.0,,,82.80254777070064
2022-09-24,Norway,Slovenia,1,,,,42.0,10.0,5.0,5.0,0.0,,,,6.0,337.0,,,,15.0,,,,,4.0,,,76.8545994065282
2022-09-27,Norway,Serbia,1,,,,49.0,10.0,3.0,4.0,3.0,,,,9.0,461.0,,,,9.0,,,,,3.0,,,79.60954446854663
2022-11-17,Norway,Ireland,0,,,,46.0,11.0,3.0,5.0,3.0,,,,2.0,444.0,,,,9.0,,,,,4.0,,,84.23423423423422
2022-11-20,Norway,Finland,0,,,,45.0,6.0,3.0,2.0,1.0,,,,5.0,471.0,,,,12.0,,,,,6.0,,,83.65180467091295
2023-03-25,Norway,Spain,1,1.71,,,64.0,12.0,7.0,2.0,3.0,,,,4.0,673.0,,,,8.0,,,,,1.0,,,90.34175334323923
2023-03-28,Norway,Georgia,0,2.01,,,62.0,16.0,5.0,8.0,3.0,,,,3.0,678.0,,,,7.0,,,,,2.0,,,87.31563421828909
2023-06-17,Norway,Scotland,1,1.93,,,56.0,10.0,3.0,4.0,3.0,,,,2.0,541.0,,,,9.0,,,,,1.0,,,89.09426987060998
2023-06-20,Norway,Cyprus,0,0.35,,,35.0,9.0,3.0,4.0,2.0,,,,4.0,350.0,,,,9.0,,,,,3.0,,,80.28571428571428
2023-09-07,Norway,Jordan,0,,,,39.0,10.0,2.0,5.0,3.0,,,,1.0,371.0,,,,9.0,,,,,8.0,,,82.47978436657682
2023-09-12,Norway,Georgia,0,0.59,,,37.0,7.0,2.0,2.0,3.0,,,,0.0,415.0,,,,6.0,,,,,2.0,,,84.09638554216868
2023-10-12,Norway,Cyprus,0,1.85,,,68.0,22.0,9.0,8.0,5.0,,,,6.0,798.0,,,,9.0,,,,,0.0,,,92.23057644110276
2023-10-15,Norway,Spain,1,0.47,,,36.0,5.0,3.0,1.0,1.0,,,,3.0,361.0,,,,11.0,,,,,1.0,,,79.50138504155125
2023-11-16,Norway,Faroe Islands,0,,,,32.0,4.0,0.0,2.0,2.0,,,,0.0,327.0,,,,13.0,,,,,6.0,,,75.84097859327217
2023-11-19,Norway,Scotland,1,1.15,,,46.0,9.0,2.0,3.0,4.0,,,,6.0,446.0,,,,14.0,,,,,3.0,,,85.20179372197309
2024-03-22,Norway,Czechia,0,1.38,,,38.0,13.0,5.0,3.0,5.0,,,,5.0,355.0,,,,11.0,,,,,2.0,,,80.28169014084507
2024-03-26,Norway,Slovakia,1,2.66,,,59.0,19.0,5.0,7.0,7.0,,,,10.0,537.0,,,,13.0,,,,,1.0,,,89.01303538175046
2024-06-05,Norway,Kosovo,0,0.34,,,46.0,9.0,1.0,5.0,3.0,,,,2.0,451.0,,,,9.0,,,,,4.0,,,84.92239467849224
2024-06-08,Norway,Denmark,0,0.99,,,61.0,7.0,3.0,3.0,1.0,,,,6.0,568.0,,,,11.0,,,,,3.0,,,90.49295774647888
2024-09-06,Norway,Kazakhstan,0,1.69,,,65.0,19.0,1.0,8.0,10.0,,,,12.0,659.0,,,,9.0,,,,,0.0,,,88.46737481031866
2024-09-09,Norway,Austria,0,0.88,,,55.0,8.0,3.0,3.0,2.0,,,,1.0,520.0,,,,8.0,,,,,2.0,,,85.57692307692307
2024-10-10,Norway,Slovenia,1,2.33,,,53.0,25.0,14.0,6.0,5.0,,,,4.0,486.0,,,,5.0,,,,5.0,2.0,,,84.36213991769547
2024-10-13,Norway,Austria,0,0.8,,,34.0,8.0,1.0,7.0,0.0,,,,1.0,298.0,,,,8.0,,,,9.0,5.0,,,77.18120805369128
2024-11-14,Norway,Slovenia,1,1.56,,,43.0,8.0,3.0,3.0,2.0,7.0,1.0,3.0,0.0,454.0,,84.0,6.0,12.0,14.0,,14.0,10.0,3.0,,,80.1762114537445
2024-11-17,Norway,Kazakhstan,0,0.3,,,38.0,8.0,0.0,2.0,6.0,5.0,3.0,0.0,3.0,368.0,,76.0,12.0,16.0,28.0,,29.0,13.0,4.0,,,83.15217391304348
2025-03-22,Norway,Moldova,0,2.95,4.42,1.99,69.0,24.0,8.0,6.0,10.0,17.0,7.0,6.0,6.0,622.0,35.0,157.0,25.0,9.0,5.0,37.0,17.0,2.0,4.0,0.72,0.72,90.83601286173634
2025-03-25,Norway,Israel,0,3.96,5.13,2.63,56.0,23.0,12.0,5.0,6.0,20.0,3.0,7.0,7.0,568.0,24.0,203.0,20.0,9.0,11.0,33.0,8.0,6.0,4.0,1.68,-0.32,92.6056338028169
2025-06-06,Norway,Italy,0,0.38,0.45,0.58,62.0,6.0,1.0,2.0,3.0,3.0,3.0,0.0,2.0,585.0,35.0,168.0,18.0,10.0,17.0,42.0,16.0,8.0,1.0,1.94,-1.06,89.91452991452992
2025-06-09,Norway,Estonia,0,2.98,1.09,1.76,62.0,19.0,3.0,10.0,6.0,15.0,4.0,2.0,2.0,587.0,38.0,172.0,20.0,9.0,15.0,51.0,10.0,10.0,2.0,0.2,0.2,87.22316865417376
2025-09-04,Norway,Finland,0,0.19,0.03,0.31,43.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,445.0,48.0,72.0,3.0,13.0,17.0,43.0,33.0,4.0,1.0,1.25,0.25,86.74157303370787
2025-09-09,Norway,Moldova,0,0.09,0.0,0.16,29.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,270.0,45.0,65.0,6.0,10.0,19.0,37.0,25.0,6.0,6.0,9.94,-0.06,76.66666666666667
2025-10-11,Norway,Israel,0,0.15,0.02,0.23,46.0,4.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,408.0,44.0,84.0,2.0,11.0,12.0,32.0,19.0,6.0,2.0,1.58,-1.42,86.51960784313727
2025-10-14,Norway,New Zealand,0,1.46,1.47,0.88,35.0,9.0,5.0,3.0,1.0,6.0,3.0,4.0,3.0,291.0,39.0,59.0,16.0,13.0,13.0,33.0,22.0,6.0,5.0,1.65,0.65,80.41237113402062
2025-11-13,Norway,Estonia,0,0.71,1.25,0.1,32.0,6.0,3.0,1.0,2.0,4.0,2.0,1.0,0.0,320.0,41.0,63.0,3.0,17.0,20.0,45.0,27.0,6.0,3.0,3.49,-0.51,79.0625
2025-11-16,Norway,Italy,0,1.59,2.33,1.07,42.0,13.0,5.0,8.0,0.0,8.0,5.0,3.0,2.0,394.0,57.0,91.0,10.0,8.0,9.0,49.0,19.0,6.0,3.0,1.8,0.8,84.51776649746193
2026-06-16,Norway,Iraq,0,2.52,2.65,1.52,61.0,12.0,5.0,4.0,3.0,11.0,1.0,5.0,5.0,537.0,42.0,99.0,17.0,13.0,15.0,48.0,22.0,2.0,0.0,0.6,-0.4,88.8268156424581
2021-11-30,Oman,Iraq,0,,,,57.0,10.0,4.0,3.0,3.0,,,,3.0,407.0,,,,11.0,,,,,1.0,,,73.71007371007371
2023-01-19,Oman,Iraq,0,,,,62.0,12.0,6.0,3.0,3.0,,,,3.0,675.0,,,,14.0,,,,,1.0,,,79.25925925925927
2024-09-05,Oman,Iraq,0,,,,53.0,12.0,6.0,5.0,1.0,,,,7.0,459.0,,,,2.0,,,,,2.0,,,81.91721132897604
2024-11-19,Oman,Iraq,0,,,,44.0,5.0,3.0,2.0,0.0,,,,3.0,392.0,,,,28.0,,,,9.0,3.0,,,76.0204081632653
2024-10-10,Palestine,Iraq,0,,,,39.0,4.0,1.0,0.0,3.0,,,,2.0,361.0,,,,12.0,,,,3.0,1.0,,,77.8393351800554
2025-03-25,Palestine,Iraq,0,0.69,1.36,0.56,46.0,13.0,3.0,4.0,6.0,10.0,3.0,1.0,9.0,352.0,83.0,106.0,19.0,13.0,12.0,43.0,19.0,9.0,3.0,2.1,0.1,75.2840909090909
2024-03-21,Philippines,Iraq,0,,,,15.0,1.0,0.0,0.0,1.0,,,,0.0,,,,,8.0,,,,,4.0,,,
2024-03-26,Philippines,Iraq,0,,,,65.0,17.0,7.0,3.0,7.0,,,,7.0,,,,,7.0,,,,,1.0,,,
2022-12-04,Poland,France,0,,,,45.0,11.0,3.0,5.0,3.0,,,,1.0,466.0,,,,8.0,,,,,4.0,,,83.90557939914163
2024-06-25,Poland,France,0,1.2,,,44.0,10.0,3.0,5.0,2.0,,,,3.0,413.0,,,,15.0,,,,,7.0,,,86.19854721549636
2021-06-23,Portugal,France,0,,,,51.0,11.0,5.0,5.0,1.0,,,,1.0,594.0,,,,15.0,,,,,3.0,,,93.43434343434343
2024-07-05,Portugal,France,0,0.92,,,37.0,20.0,5.0,9.0,6.0,,,,4.0,588.0,,,,13.0,,,,,4.0,,,92.3469387755102
2021-12-06,Qatar,Iraq,0,,,,40.0,10.0,4.0,5.0,1.0,,,,3.0,366.0,,,,8.0,,,,,3.0,,,79.50819672131148
2022-11-25,Qatar,Senegal,1,,,,45.0,10.0,2.0,7.0,1.0,,,,6.0,424.0,,,,7.0,,,,,1.0,,,83.25471698113208
2022-06-07,Rwanda,Senegal,1,,,,26.0,3.0,0.0,2.0,1.0,,,,0.0,186.0,,,,12.0,,,,,4.0,,,60.215053763440864
2023-09-09,Rwanda,Senegal,1,,,,43.0,3.0,2.0,1.0,,,,,3.0,,,,,13.0,,,,,1.0,,,
2024-12-28,Saudi Arabia,Iraq,0,,,,53.0,9.0,5.0,4.0,,,,,7.0,,,,,7.0,,,,,2.0,,,
2025-10-14,Saudi Arabia,Iraq,0,0.27,0.2,0.14,38.0,4.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,306.0,53.0,71.0,12.0,13.0,21.0,46.0,36.0,8.0,4.0,1.17,1.17,73.8562091503268
2023-06-17,Scotland,Norway,0,0.52,,,44.0,5.0,3.0,0.0,2.0,,,,3.0,375.0,,,,12.0,,,,,2.0,,,85.06666666666666
2023-10-17,Scotland,France,0,,,,46.0,6.0,4.0,2.0,0.0,,,,1.0,,,,,23.0,,,,,4.0,,,
2023-11-19,Scotland,Norway,0,2.43,,,54.0,13.0,6.0,4.0,3.0,,,,4.0,455.0,,,,20.0,,,,,0.0,,,85.05494505494505
2021-03-26,Senegal,Congo,0,,,,47.0,5.0,0.0,5.0,,,,,1.0,,,,,,,,,,1.0,,,
2021-06-05,Senegal,Zambia,1,,,,52.0,8.0,3.0,5.0,0.0,,,,4.0,,,,,18.0,,,,,0.0,,,
2021-06-08,Senegal,Cape Verde,0,,,,50.0,2.0,0.0,2.0,,,,,2.0,,,,,12.0,,,,,4.0,,,
2021-07-07,Senegal,Namibia,0,,,,44.0,4.0,3.0,1.0,,,,,4.0,,,,,,,,,,2.0,,,
2021-07-09,Senegal,Mozambique,0,,,,47.0,2.0,1.0,1.0,,,,,6.0,,,,,,,,,,3.0,,,
2021-07-13,Senegal,Zimbabwe,1,,,,44.0,16.0,5.0,11.0,,,,,5.0,,,,,,,,,,1.0,,,
2021-07-14,Senegal,Malawi,0,,,,41.0,6.0,1.0,5.0,,,,,2.0,,,,,,,,,,10.0,,,
2021-07-16,Senegal,Eswatini,0,,,,46.0,5.0,4.0,1.0,,,,,2.0,,,,,,,,,,8.0,,,
2021-07-18,Senegal,South Africa,1,,,,45.0,14.0,9.0,5.0,,,,,3.0,,,,,,,,,,8.0,,,
2021-09-01,Senegal,Togo,1,,,,62.0,18.0,8.0,10.0,,,,,6.0,,,,,13.0,,,,,1.0,,,
2021-10-09,Senegal,Namibia,0,,,,47.0,7.0,1.0,6.0,,,,,4.0,,,,,,,,,,2.0,,,
2021-10-12,Senegal,Namibia,0,,,,53.0,4.0,4.0,0.0,,,,,4.0,,,,,,,,,,0.0,,,
2021-11-11,Senegal,Togo,1,,,,53.0,13.0,4.0,9.0,,,,,4.0,,,,,,,,,,5.0,,,
2021-11-14,Senegal,Congo,0,,,,43.0,5.0,2.0,3.0,,,,,2.0,,,,,,,,,,5.0,,,
2022-01-10,Senegal,Zimbabwe,1,,,,61.0,16.0,3.0,9.0,4.0,,,,4.0,478.0,,,,9.0,,,,,2.0,,,83.47280334728033
2022-01-14,Senegal,Guinea,0,,,,51.0,5.0,1.0,3.0,1.0,,,,7.0,251.0,,,,25.0,,,,,2.0,,,64.9402390438247
2022-01-18,Senegal,Malawi,0,,,,78.0,10.0,3.0,6.0,1.0,,,,5.0,470.0,,,,11.0,,,,,0.0,,,83.40425531914893
2022-01-25,Senegal,Cape Verde,0,,,,36.0,2.0,1.0,1.0,0.0,,,,1.0,226.0,,,,14.0,,,,,2.0,,,65.929203539823
